SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100227,1,Cash loans,M,Y,Y,0,429895.5463787644,940847.6478546124,18923.150104986154,410008.23238653253,Pensioner,Incomplete higher,Civil marriage,Municipal apartment,0.049824218230123375,-7934,-4664,-5225,-3043,1,1,1,0,0,0,Managers,1,1,2,WEDNESDAY,3,0,1,0,0,0,0,0.42340907778721826,0.7938667465186086,0.38793751959626765,0.2313441598834845,0.12902103369863704,0.7112272851446031,0.43049431203099103,0.10284865495229881,0.07936697140822133,0.014123217377938709,0.02514860136879205,0.18458104785792182,0.10679930692618463,0.08891437905487745,0.0644948953377099,0.2260458486291348,0.17591238757287966,0.6324265773548287,0.5267902774242628,0.10087333617555434,0.09225768801572097,0.03403250044671073,0.03260161845689363,0.16493426856975435,0.11892042502407581,0.05082696097407571,0.07333536220027824,reg oper spec account,terraced house,0.2253731202069441,Wooden,No,1,0,1,0,-1713,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100228,0,Cash loans,F,N,N,3,267809.25762923184,329355.64261918946,66065.86397650436,241877.74274505046,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0682252037503575,-7455,-6662,-10451,-4767,1,1,0,1,1,0,Medicine staff,6,3,3,TUESDAY,6,0,0,0,0,1,0,0.5942044113052609,0.4009735822554851,0.50959650056744,0.26587900198408476,0.15626816353193743,0.5979560858923451,0.30166502112949944,0.19775013537745914,0.24886072974649104,0.17537477336999294,0.12084104737024216,0.033476274763381414,0.05418373900758258,0.09893556093054523,0.06806458283876389,0.16959797003898183,0.19088030050159324,0.7881668916975757,0.3831231814697158,0.14165132123627908,0.17769863202192845,0.10992143842080708,0.1669677337831253,0.0692571911753795,0.063508237613733,0.028688868405952264,0.020234132246623085,reg oper account,terraced house,0.29623079101796784,Block,No,1,0,0,0,-3495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100229,0,Cash loans,M,N,Y,3,281342.94914806687,972665.8557746661,50218.6775680395,384783.4484224509,Pensioner,Academic degree,Single / not married,With parents,0.054471316702714365,-17600,-7651,-8591,-573,1,0,1,0,0,0,Drivers,5,2,3,SUNDAY,1,0,0,0,0,0,0,0.2873081316098361,0.3824247504007485,0.8968784754906206,0.16678483051727122,0.1308211494688567,0.8745219578061707,0.3763213602133177,0.04719438180434983,0.14642685025781796,0.16955905361207224,0.2892516560151093,0.15307567111048057,0.18012184894073396,0.07676915335724596,0.027714060543100008,0.2543534268560747,0.0754565117852838,0.7130006880736101,0.4792915749463036,0.011956787604191855,0.29519600610089564,0.07179277190526032,0.2166829972411972,0.030029690942989976,0.06193454435474947,0.08003989503682689,0.04043387633379589,reg oper account,block of flats,0.1355093547520117,Others,No,0,0,0,0,-3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100230,0,Revolving loans,F,N,N,0,188810.72667026782,364635.5015915374,80018.64744138431,841531.1622689012,State servant,Academic degree,Separated,Rented apartment,0.06582509353907587,-22621,-1632,-8344,-5461,1,0,1,1,0,1,Core staff,5,2,2,FRIDAY,20,0,0,0,0,0,0,0.7031315234722337,0.45689446341573225,0.6934783963311055,0.2052100057904222,0.1670498898527802,0.6679359271430962,0.7318940644705698,0.11200569034343347,0.2130968235930913,0.019281474826808066,0.08480139798774132,0.12388202180548255,0.19050870084783197,0.040033402620377204,0.02159945979495849,0.1817880516560279,0.10269567394818409,0.6863995908201133,0.3589957325145346,0.0824396692710645,0.06058294120104991,0.0573936421772289,0.07244487197060626,0.15207230149481613,0.1035053551215867,0.05266566180899724,0.07154477373698895,reg oper spec account,specific housing,0.0860818228890521,"Stone, brick",No,0,0,0,0,-2351,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
100231,0,Revolving loans,F,Y,Y,5,307868.99027855706,793252.8867734637,29842.343289943285,881191.3453172373,Commercial associate,Incomplete higher,Separated,With parents,0.05897800019022651,-11820,-9839,-13826,-207,1,0,0,1,0,0,Laborers,3,3,1,FRIDAY,13,0,0,0,0,0,0,0.27975321301571454,0.18039427539545222,0.5916181222240232,0.1370346213287117,0.04351124517401394,0.6059256504498636,0.3313724574373949,0.13748606598246466,0.09741262071831039,0.03380404712981848,0.16725407999939185,0.12183212375841186,0.02052080450353734,0.031241826385524932,0.05728676483047019,0.03784597072709631,0.06187529657838548,0.5917819720525235,0.7412411442706166,0.11790331806510891,0.0394226046792518,0.04223543159416391,0.23557219814467042,0.09934073822771167,0.07760338843824298,0.07453551171313381,0.060420796095975705,reg oper account,terraced house,0.07296731816132092,Mixed,No,0,0,0,0,-1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
100232,0,Cash loans,F,Y,Y,4,196345.03832429508,637341.8119178494,24810.945258640142,586452.9961546422,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,0.07658167347424892,-16648,-6266,-13230,-166,1,0,1,0,1,1,Cooking staff,5,1,1,SATURDAY,6,0,0,0,0,0,0,0.5734313566167514,0.409877619670444,0.7623291043468127,0.10248368514126965,0.08100196480460028,0.513607138857946,0.5980845528404277,0.10189876613925374,0.24657666402062223,0.11570764204139701,0.060873964039207834,0.18758486287864062,0.1282462637921165,0.024095712967260367,0.0933004991090348,0.24476807433541578,0.08820121636325885,0.7808765225943981,0.8184873160566712,0.18117447307048007,0.24072303686398808,0.08383820302250367,0.18006478275791604,0.18574372514987847,0.024762303247640047,0.09285126172710025,0.07104372744947555,cash,terraced house,0.0679315175432987,Panel,No,0,0,0,0,-1973,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
100233,0,Revolving loans,M,N,Y,0,67671.23640874354,907582.9820774073,46569.900786739105,532856.536326949,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0735342955940458,-7191,-6117,-12167,-6764,1,1,1,1,0,1,Drivers,3,2,2,MONDAY,8,0,0,0,0,0,0,0.6576052103958618,0.10552020050253247,0.45362427101773617,0.1293929986045517,0.06939130441950368,0.985300879140729,0.6523812365851058,0.10631742325346685,0.08664292798748865,0.018141987894195133,0.10374955143078966,0.19162871158657085,0.08885868114658715,0.031144514095458715,0.015017060305720642,0.052443297999547264,0.16121882528622256,0.8646579906034075,0.6004865792347372,0.19847955570403317,0.0172273269654558,0.1156158246934004,0.07888107795867048,0.07716208193823142,0.07719981520360629,0.041806430489739387,0.09670221900638576,reg oper account,specific housing,0.2525833004797032,Mixed,No,0,0,0,0,-3974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100234,0,Cash loans,F,N,Y,1,172399.37240496022,643194.6044025047,93392.6844896543,982282.9548014255,Working,Secondary / secondary special,Widow,Rented apartment,0.05807709026277574,-16531,-13975,-15955,-2090,1,1,1,0,0,0,Cleaning staff,5,2,3,TUESDAY,7,0,0,0,0,0,0,0.7877983165292309,0.5027177161191615,0.8600512037173483,0.27440818343270146,0.046884156536881716,0.7336446919738835,0.93464036879078,0.13563322581198287,0.11578830054254396,0.08812191588524859,0.2179532123950348,0.05632955038260213,0.1099313189554086,0.03046147955468046,0.05573545412939158,0.2659989974683035,0.09074793629885014,0.7856398521527674,0.9669565337299475,0.11570163718326366,0.19654422127342452,0.16903493318350968,0.05725586900334928,0.16988671585299253,0.05839417565956191,0.09081140034097321,0.0972648992026419,not specified,block of flats,0.22963701745693094,Block,No,0,1,0,0,-619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100235,0,Cash loans,F,N,Y,2,52870.569532965805,627647.375325047,73937.96335111705,360451.72767045593,Commercial associate,Lower secondary,Civil marriage,House / apartment,0.07110127187737363,-15252,-2758,-16963,-6073,1,1,1,1,1,1,High skill tech staff,6,2,2,WEDNESDAY,8,0,0,0,0,0,0,0.6871203326311466,0.7783528633211435,0.5416169829565537,0.05760967266281471,0.09420312222221666,0.5808789365139698,0.6320032488596735,0.16483204443094474,0.12352606572024724,0.19531852313487263,0.19649726697944694,0.16361063621724992,0.08102764789724595,0.097067698079386,0.02788396298284245,0.1613350550065901,0.08441167838028837,0.534613334116012,0.8092666767511174,0.18947025461919945,0.10736604826142111,0.1658361006723328,0.0811664208766506,0.014811348727059005,0.17143150529605047,0.028030733533331832,0.09233820157913718,reg oper spec account,block of flats,0.2939788041817227,Block,No,0,0,2,0,-1054,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100236,0,Revolving loans,F,N,Y,4,490259.6541755855,356366.4002947199,47703.12623136268,372287.4262836868,Pensioner,Academic degree,Single / not married,Municipal apartment,0.08862036420453515,-14893,-2803,-11758,-2491,1,1,1,0,1,1,Managers,3,3,1,SATURDAY,6,0,0,0,0,0,0,0.739060073241828,0.5416584831581055,0.36149771970103084,0.0820649471099582,0.19009584584428668,0.8789055797753648,0.39978186340138716,0.07332464656166174,0.06986378334340336,0.04282746844184374,0.13015174493299075,0.1279518533491665,0.10012811188171081,0.06789145558404212,0.08037856771381707,0.22224135101070389,0.17152110975072232,0.9621634815213489,0.5657612097313651,0.028860447881116302,0.21990600527356227,0.17246205002339687,0.23013496841570538,0.15683082454211628,0.16932039081088826,0.029991738469189767,0.05453471050008171,reg oper account,terraced house,0.12729651000394443,Wooden,No,2,0,0,0,-1152,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
100237,0,Cash loans,M,N,Y,1,484586.2444188864,332983.48964132695,56554.49527788795,433493.7416291198,State servant,Academic degree,Separated,Rented apartment,0.04890441590093518,-12058,-11641,-8349,-949,1,0,0,1,0,0,Accountants,4,2,1,SUNDAY,18,0,0,0,0,1,0,0.8303454411982786,0.5861801425648155,0.1688159820573058,0.1857953294995423,0.11222157542436084,0.9438255640231483,0.5025045502416967,0.180862294007366,0.2635671323516452,0.04915820641466034,0.28204209551389015,0.08768066211428004,0.07145244742383393,0.025027792353525855,0.071375387525537,0.2919075244294026,0.01024174872201104,0.5027455247693446,0.3715497002215231,0.143241456744857,0.04487341997836915,0.11948438696952805,0.0826484435834669,0.13886747652670278,0.036881093521060324,0.06973278060442559,0.0406937505841687,reg oper account,specific housing,0.25077561329871073,Block,No,0,0,0,0,-194,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100238,0,Cash loans,M,Y,N,4,227819.88386253727,933191.3208924114,17579.17100593885,338205.8546248699,State servant,Lower secondary,Widow,With parents,0.04714867654739143,-8314,-9743,-5679,-848,1,1,0,0,0,0,Core staff,4,2,1,FRIDAY,16,0,0,0,0,0,0,0.5782172489776579,0.12445069700781311,0.40055617539777877,0.043721583252744,0.06441692657369259,0.7639839962994306,0.7705367559607734,0.10213116584777501,0.04291147358632043,0.1385061924889235,0.2347635764901282,0.13646804886720335,0.032344622800202054,0.05392371334603306,0.01874858512939869,0.13526351164067787,0.17191573448857486,0.9425289568284583,0.6455928734338081,0.08610532924785062,0.10571274326716702,0.11631448615494552,0.20813487839397887,0.10999086013576091,0.14871313524182111,0.019236850713544886,0.03516330779897723,reg oper spec account,block of flats,0.07325352386130853,Mixed,No,0,1,0,0,-3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
100239,0,Revolving loans,F,N,N,1,377766.8844528407,462270.5590800273,98611.83067385019,503492.4785633493,Commercial associate,Higher education,Civil marriage,Rented apartment,0.07878210587671422,-20467,-9264,-11838,-6581,1,1,0,1,0,1,Accountants,5,2,1,SUNDAY,22,0,0,0,0,0,0,0.7770240085296133,0.7876119840928602,0.5549107016292564,0.26864070837920384,0.07727151747757711,0.5141797293922711,0.378481067155935,0.1357567197131866,0.1733074289616294,0.01835585971966332,0.0876979104183635,0.1916336874928067,0.06738620095862591,0.026617223464589813,0.06547034856616385,0.14331933475357062,0.04446751355493003,0.8830366632096767,0.6526848761802653,0.1526849569371922,0.014940702097820995,0.1819769171957053,0.16828679194456767,0.18298091789461526,0.09565937834797025,0.05093020083528398,0.061812033017288284,reg oper account,specific housing,0.27596997310458793,Block,No,0,0,0,0,-3788,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
100240,0,Cash loans,M,Y,N,2,205612.74428469123,497665.8039703167,69976.6574225427,928667.381591803,Working,Lower secondary,Separated,House / apartment,0.062429845333779474,-20719,-7321,-13927,-2876,1,0,1,0,1,0,Laborers,5,2,3,SUNDAY,12,0,0,0,0,0,1,0.28549778482013766,0.4080028422402069,0.6625985109865954,0.023698547840346147,0.12648438522625427,0.6825714807006228,0.4622199373681195,0.030237590475663344,0.2461037462778992,0.16593037068727584,0.14497943093534696,0.10820631399720597,0.13736313009650078,0.06454151210232979,0.09852401297015229,0.2494953043858945,0.06215727525810051,0.5482786420241819,0.6854108772781958,0.1748674735117107,0.07817638825897456,0.06482391335535506,0.16858521216432126,0.18898212584149165,0.17501622456672028,0.029244904740503952,0.05082211569553292,not specified,terraced house,0.06295757720239238,Mixed,No,0,1,2,0,-1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100241,1,Cash loans,F,N,N,2,351991.9206886892,807858.9267427108,35686.36616170802,692278.2725028594,Pensioner,Secondary / secondary special,Married,Rented apartment,0.01639061022003297,-20232,-12049,-333,-4605,1,0,1,1,0,0,Accountants,3,3,3,SUNDAY,10,0,0,0,0,0,0,0.7517865366335784,0.8798821444853654,0.8000933543288586,0.2290405650468228,0.07702188094448525,0.6215508178158802,0.9970439847496488,0.10357106441178501,0.17846243341211865,0.04781591898145219,0.2646300066827996,0.1886151689537811,0.019572489281076945,0.04072655837774974,0.05753252134452321,0.04196894908335738,0.07870572302151543,0.6182821909086547,0.7777146360563766,0.020207614104198343,0.15014500914324994,0.03763560489979391,0.2572538033119957,0.18664018091580994,0.06205791472266444,0.061377070890680806,0.09950722231895079,reg oper spec account,block of flats,0.24697087060202455,Wooden,No,1,0,0,0,-1156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100242,1,Cash loans,F,Y,N,3,412443.51937069057,471058.7859382459,62722.75547937199,529557.2388898109,Commercial associate,Lower secondary,Civil marriage,Municipal apartment,0.09029008141219733,-7616,-6079,-1965,-6340,1,0,1,1,1,1,Laborers,3,3,3,SATURDAY,21,0,0,0,0,0,0,0.27734939304518424,0.196372295624208,0.8551686682590519,0.11838113367329695,0.11228587735492711,0.8181987349279822,0.3038741996391134,0.013060224769894773,0.10479998369374709,0.11099529117696297,0.016514592903078933,0.13214857477924535,0.08271915336544279,0.02760334039599302,0.03569039907457584,0.018032680160033846,0.17732392386216692,0.6744835947823986,0.48506789047490817,0.18773997329483927,0.06150788962203833,0.02572720672886171,0.2636708651907638,0.1235825566358842,0.0267421726940104,0.08261402502198364,0.05820177034050754,reg oper account,specific housing,0.12683888120899772,Wooden,No,2,0,0,0,-1860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100243,0,Cash loans,F,N,Y,5,476040.31011150836,961649.9573112022,19853.412946209457,947528.6356569718,State servant,Secondary / secondary special,Separated,Municipal apartment,0.012770479201387613,-12802,-7611,-11268,-4377,1,1,1,1,0,1,Cleaning staff,6,1,1,WEDNESDAY,17,0,0,0,0,0,0,0.8477033749942239,0.8557375078281901,0.1819630769449022,0.024838016347323723,0.06209037975603719,0.7594289008758515,0.40652831923759997,0.0842947003796075,0.23659296747715727,0.057265000578814666,0.17862522261192618,0.1017527557528516,0.018036841735358362,0.031851188922397605,0.023692172696271465,0.18525179699428973,0.18264949276032608,0.9551504545537324,0.30173912645870227,0.022949676583598082,0.1839001049819855,0.17739848036683675,0.16570359567858237,0.1086853257268979,0.16209442481446074,0.013818201383585301,0.03960858389525458,cash,specific housing,0.0952982516375883,Block,No,0,0,0,0,-740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
100244,0,Revolving loans,F,Y,Y,1,230095.5241323524,790342.2151990402,96925.30019268252,238771.38598065785,Working,Incomplete higher,Civil marriage,Rented apartment,0.07735567205887688,-17831,-334,-14513,-3050,1,0,1,0,0,0,Laborers,2,2,1,SATURDAY,16,0,0,0,0,0,0,0.3639786699661349,0.6074327250690584,0.5807239887982519,0.2544490891784338,0.0757269414710353,0.6778684218663351,0.8905800888821822,0.020351998108099865,0.15476144277512235,0.13518756805088103,0.07726851923535505,0.1323923836401706,0.07769059102243372,0.07075888193577404,0.09906780243810084,0.058580736167542224,0.13562392588668434,0.9899631067900986,0.8689913178830027,0.15314569077501441,0.04426252060606429,0.08063691101327253,0.028934265797473685,0.06110468826982494,0.17498807918444423,0.04719790169645498,0.06723622405686529,cash,terraced house,0.22612863192913557,Others,No,0,0,1,0,-685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100245,0,Revolving loans,F,N,Y,3,402484.09233022144,677943.394058736,25730.648909502932,368220.9423214891,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.07829147284338817,-17639,-2309,-15816,-6551,1,1,0,0,1,0,Sales staff,4,3,1,SATURDAY,15,0,0,1,0,0,0,0.2374703985404903,0.1418722402324753,0.6332717193304208,0.195733468057332,0.14408829317890837,0.8242525690357687,0.3709674162560821,0.18042635915455993,0.0572737264033538,0.12157105752539396,0.02850783417743697,0.12448279856151563,0.02664622138684626,0.046723211109056424,0.06074342640972421,0.08416408604559923,0.09349414426689644,0.5435841338364837,0.8764756858846969,0.023123254088382842,0.22611482924668921,0.10475799125588621,0.05674354466517356,0.04079336701478606,0.16969711614723695,0.0757605353022913,0.013934576227732863,reg oper spec account,block of flats,0.2739695079431304,Panel,No,0,1,0,0,-1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100246,1,Revolving loans,F,Y,Y,1,169667.80278445344,904716.128435802,68322.72862496928,652710.8840814072,Commercial associate,Academic degree,Single / not married,Municipal apartment,0.09577999767537375,-21170,-12445,-4110,-6621,1,1,0,0,0,1,Sales staff,2,1,2,SATURDAY,9,0,1,0,0,0,0,0.21853500810336152,0.877359262269385,0.23765105359468708,0.012569025652960156,0.12107748681233862,0.7922146410492007,0.32354870390919455,0.1378329729658768,0.10189034970730264,0.18982354941120294,0.27472971378641137,0.09012249477785172,0.07453161849598684,0.056184308498799594,0.04372285603232255,0.29312117649065034,0.10806428396173033,0.6984660675605495,0.9381352368336273,0.17371961169971042,0.2772827818593237,0.16258140877897492,0.28511356190902487,0.11584795707586293,0.07256692738363055,0.04080288725381779,0.0199707870056118,reg oper account,terraced house,0.24103150984582195,Wooden,No,0,0,0,0,-3339,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100247,0,Cash loans,F,Y,Y,3,495649.5367071417,239684.7266795862,32090.90162850374,692442.0985545433,Pensioner,Lower secondary,Single / not married,Municipal apartment,0.014872096756208868,-22118,-773,-8583,-158,1,0,0,0,1,0,Managers,2,1,1,FRIDAY,3,0,0,0,0,0,0,0.2498177735502659,0.11109845451621131,0.536480544210732,0.08758452603153782,0.027762504029542112,0.953245062230131,0.38491861269692734,0.16045650768365527,0.18166254733181825,0.0946641435596409,0.24672207669428176,0.11686746525701726,0.16923666198573814,0.08392050088552497,0.02928836801119493,0.19941293372143937,0.1202763057533206,0.5746409286232754,0.9783256478897486,0.048946480210422985,0.12191838520638366,0.08090192852499475,0.049059429782941685,0.03821437746486999,0.015864405860903832,0.013753544733773316,0.0697296677257321,cash,terraced house,0.1282749862681265,"Stone, brick",No,0,0,0,0,-217,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100248,1,Cash loans,M,Y,N,2,61596.31944395801,405650.153751367,74580.52443836821,231646.0052500905,Working,Secondary / secondary special,Married,With parents,0.0637171174706042,-24002,-13850,-12505,-491,1,0,1,0,0,1,Laborers,1,2,3,FRIDAY,3,0,0,0,0,0,0,0.4580322468505328,0.684560134952793,0.3678669084642201,0.11209322624025699,0.19490467851614754,0.7984014761400415,0.7855180320884756,0.09885910204918928,0.2010451887114162,0.17622700291761448,0.0637351320533456,0.14361724786260488,0.12654765329165313,0.06898792623678197,0.09551792946318641,0.25817117660118327,0.19125825286325268,0.6392182802182564,0.41142000999457207,0.09247336292878791,0.16317975958307065,0.17491140261281077,0.2522520142876128,0.042701976077297955,0.036526950695106905,0.06322422824449608,0.021100660857332386,not specified,block of flats,0.13839266372373404,"Stone, brick",No,0,0,0,0,-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
100249,1,Revolving loans,M,Y,N,4,321587.9629255044,572029.0673767279,79913.9230516253,522431.00632570573,Working,Higher education,Single / not married,House / apartment,0.048505651356434774,-9058,-13265,-3219,-5750,1,0,0,1,1,1,Managers,3,1,3,MONDAY,21,0,0,0,0,0,0,0.5177195128640472,0.8116239587104758,0.1619338655887307,0.10354766318078863,0.019374015362188177,0.7538559423558159,0.995177372275948,0.17186057030469593,0.1689583062936645,0.11940614893913273,0.25271448200166696,0.16938459555787544,0.1396359406157293,0.0516172205903164,0.06643258376775558,0.27035940331596153,0.19414176802961947,0.9905351504181242,0.5477101704752263,0.18719797228633195,0.15166887518529024,0.07112259524238569,0.16671797359853505,0.07778116944840735,0.18468008553812426,0.02081480690389649,0.07798699823184053,reg oper account,specific housing,0.09732614872224517,Wooden,No,1,0,2,0,-3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
100250,0,Cash loans,M,Y,N,3,346777.6917430972,381582.83157721686,70607.77560202894,719323.1718646982,State servant,Incomplete higher,Married,Municipal apartment,0.039756965937358786,-8332,-7069,-10903,-4541,1,1,0,0,1,0,Sales staff,1,3,3,THURSDAY,10,1,0,0,0,0,0,0.8310286660191348,0.2406492433841259,0.15269279293371377,0.15451918841859616,0.025758518733516124,0.9118350420770311,0.7134448960562461,0.17587771206536118,0.0888827363279581,0.1837479039158999,0.052463947916343026,0.06782283980631654,0.10572202426805274,0.0958651124581809,0.01519004363201446,0.04519150740450944,0.1709932563099031,0.9922130560617797,0.8959514638805988,0.16049279245843254,0.23776468716498272,0.14915262300416718,0.043063570248556414,0.04548193796865677,0.07917314857854285,0.04329277322763969,0.015571742911491451,not specified,specific housing,0.25601539822025965,Others,No,0,0,0,0,-3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
100251,0,Cash loans,M,Y,N,1,359620.500683358,795124.1498417215,65304.95142296733,758456.4371227212,Working,Higher education,Single / not married,Rented apartment,0.018128670426916575,-8754,-13962,-9531,-4002,1,1,0,0,0,0,Managers,1,1,2,TUESDAY,20,0,0,0,0,0,0,0.4048118423421564,0.37468575255824677,0.7073703843546001,0.16277285778428527,0.1432633492608154,0.6012098346303216,0.3870213883412908,0.07779546556998419,0.18218826565224716,0.065446192115915,0.14808679435906325,0.012783106130816105,0.18525252326344735,0.029305458679627652,0.015350193829949548,0.279055480268535,0.12090845426708306,0.7360689701070435,0.9537995730655455,0.1592972971337438,0.2983153986336495,0.1368002883125895,0.27665607479896415,0.10532834686238761,0.17723958245697993,0.09914798695302801,0.06345006302773973,cash,specific housing,0.0767734085822775,Others,No,0,0,0,0,-1226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100252,0,Cash loans,M,N,Y,1,104174.41045509005,935366.4248429801,90322.21845568105,710511.9220130155,Commercial associate,Higher education,Civil marriage,Municipal apartment,0.06063887077041783,-21935,-8631,-5601,-2549,1,1,0,1,1,0,Managers,2,1,3,MONDAY,7,0,0,0,0,0,1,0.2739858470296433,0.5489834724310881,0.5923643614976173,0.12505866516001587,0.14452344649185642,0.6217823089195311,0.42864513967286333,0.08160243259465723,0.10641094462629888,0.11445459910865423,0.220474257138689,0.11473140136032992,0.11282014125873387,0.0360092793272065,0.09454923259358008,0.261290564187506,0.08423955010653887,0.5915693669530256,0.31017067306840085,0.15503271276202293,0.22334893397787073,0.0482557599991467,0.27915044467281935,0.13611240227308638,0.19635449635459065,0.04582179719243517,0.07106338546534595,reg oper spec account,block of flats,0.27580348181718756,Block,No,1,0,0,0,-2234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
